"image_id","pred_caption"
"3009542570.jpg","Các cầu thủ bóng đá đang đứng và quỳ cạnh nhau ở trước khung thành ."
"3170856184.jpg","Người đàn ông áo trắng đang vung gậy bóng chày đánh trả bóng ."
"3182558164.jpg","Cầu thủ áo xanh đang nhảy lên để đưa bóng vào rổ ."
"3221128704.jpg","Các cầu thủ bóng đá đang tranh chấp bóng bằng đầu ."
"3222702477.jpg","Cầu thủ áo trắng đang nhảy lên để tranh bóng với cầu thủ áo xanh ."
"3232470286.jpg","Cầu thủ áo xanh và thủ môn đang cản phá cú sút bóng của cầu thủ áo cam ."
"3252065328.jpg","Các cầu thủ khác đang theo dõi cú ném bóng của cầu thủ ném bóng ."
"3268407162.jpg","Một nam vận động viên tennis đang chuẩn bị đánh bóng ."
"3271178748.jpg","Những cậu bé áo xanh đang tranh chấp bóng với cậu bé áo nâu ."
"3271495320.jpg","Một số người đang thả diều và một bé gái đang chơi bóng ."
"3272847211.jpg","Một cầu thủ áo xanh đang tranh chấp bóng với các cầu thủ áo sọc ."
"3290744071.jpg","Các nữ cầu thủ đang giơ vợt lên cao để chuẩn bị đánh bóng ."
"3292859458.jpg","Nữ cầu thủ áo trắng đang tranh chấp bóng với nữ cầu thủ áo đen ."
"3343106500.jpg","Một cầu thủ áo đen đang dùng chân để cản bóng ."
"3349955993.jpg","Những đứa tẻ đang quan sát người đàn ông đá bóng ."
"3368569524.jpg","Nữ cầu thủ số 16 và thủ môn đang nhìn quả bóng lăn vào khung thành ."
"3389995545.jpg","Các cầu thủ bóng đá đang nhảy lên để tranh bóng ở trước khung thành ."
"3390808454.jpg","Các nữ cầu thủ đang tranh chấp bóng ở trên sân ."
"3395054199.jpg","Cầu thủ áo trắng đang nhảy lên để tranh bóng với cầu thủ áo đỏ ."
"3395865192.jpg","Các cầu thủ đang tranh chấp bóng ở trước trụ bóng rổ ."
"3425846980.jpg","Một nam vận động viên tennis đang chuẩn bị đánh bóng ."
"3472270112.jpg","Cầu thủ bắt bóng đang chờm người về phía trước ."
"3474133699.jpg","Một người đang vung vợt tennis đánh bóng ."
"3476101523.jpg","Các cầu thủ áo đen đứng xung quanh cầu thủ áo đỏ ."
"3477672764.jpg","Một cậu bé áo xanh đang dẫn bóng ở trên sân ."
"3478176372.jpg","Cầu thủ áo trắng đang tranh chấp bóng với cầu thủ áo đỏ ."
"3497234632.jpg","Cầu thủ áo xanh đang tranh chấp bóng với các cầu thủ áo đỏ ."
"3514179514.jpg","Cầu thủ bắt bóng đang chờm người về phía trước bắt bóng ."
"3516521516.jpg","Một cầu thủ áo xanh đang ngã người ra sau ở trên sân ."
"3517056462.jpg","Một nữ cầu thủ ném bóng đang chuẩn bị ném bóng ."
"3527715826.jpg","Cô bé áo xanh đang chuẩn bị dùng vợt để đánh quả bóng tennis trong trận ."
"3537474810.jpg","Cầu thủ áo xanh đang ngã người để sút bóng ."
"3539840291.jpg","Cầu thủ áo trắng đang tranh chấp bóng với cầu thủ áo đỏ ."
"3558683579.jpg","Những người đàn ông đang tranh chấp bóng ở trên sân ."
"3574522127.jpg","Cầu thủ ném bóng đang ném bóng về phía sân nhà ."
"3575330336.jpg","Trận bóng chày đang diễn ra với bóng chày đang bay về phía sân nhà ."
"3584907869.jpg","Các nữ cầu thủ đang đứng nhìn một nữ cầu thủ khác tranh bóng ."
"3587847246.jpg","Trận bóng chày đang diễn ra với bóng đang bay tới cầu thủ đánh bóng ."
"3609999845.jpg","Một người đàn ông đang vung gậy để đánh bóng trong khi một người đang cầm găng tay ."
"3632572264.jpg","Các cầu thủ áo xanh đang tranh chấp bóng với cầu thủ áo vàng ."
"3639691167.jpg","Các cầu thủ áo xanh đang đuổi theo cầu thủ áo trắng để tranh bóng ."
"3654869593.jpg","Những cậu bé khác đang theo dõi cú đánh bóng của bạn mình ."
"3660516586.jpg","Những người đàn ông đang chơi bóng đá cùng với những cậu bé ở trên bãi cát ."
"3694534515.jpg","Một cậu bé đang chuẩn bị dùng gậy để đánh quả bóng ."
"3695517194.jpg","Cầu thủ áo trắng đang nhảy lên để tranh bóng với cầu thủ áo đỏ ."
"3713030758.jpg","Cầu thủ áo xám đang nghiêng người để cản phá bóng ở trước khung thành ."
"3744832122.jpg","Cầu thủ ném bóng đang ném bóng về phía trước trong trận ."
"3809023459.jpg","Một trận thi đấu bóng đá nam đang diễn ra ở trên sân ."
"3927614951.jpg","Một nữ vận động viên tennis đang chuẩn bị đánh bóng ."
"4021371346.jpg","Các cầu thủ áo xanh đang nhảy lên để tranh bóng với cầu thủ áo trắng ."
"4235671794.jpg","Cầu thủ áo đen đang nhảy lên và quay mặt về phía cầu thủ áo trắng ."
"4442622544.jpg","Một nhóm thanh niên đá một quả bóng xung quanh ."
"4489833894.jpg","Trận bóng chày đang diễn ra với bóng chày đang bay về phía sân nhà ."
"450703803.jpg","Một cầu thủ áo đen đang dùng chân để cản bóng ."
"4517838680.jpg","Trận bóng chày đang diễn ra với bóng đang bay tới cầu thủ đánh bóng ."
"4517839542.jpg","Trận bóng chày đang diễn ra với bóng chày đang bay về phía sân nhà ."
"4528304009.jpg","Cầu thủ bắt bóng và trọng tài đang theo dõi cú đánh bóng của cầu thủ đánh bóng ."
"4585470754.jpg","Các cầu thủ đang thi đấu bóng đá ở trên sân ."
"4603628963.jpg","Cầu thủ áo xanh đang tranh chấp bóng với cầu thủ áo đỏ ."
"4637796410.jpg","Cầu thủ áo trắng đang nhảy lên để tranh bóng với cầu thủ áo đen ."
"4683661511.jpg","Các cầu thủ áo đỏ đang nhảy lên để tranh bóng với cầu thủ áo xanh ."
"4688805626.jpg","Một số người đàn ông đang thi đấu bóng đá trên sân trong nhà ."
"486852199.jpg","Các nữ cầu thủ áo hồng đang đuổi theo nữ cầu thủ áo xanh để tranh bóng ."
"4911436510.jpg","Một người đàn ông đang nhảy lên để cản phá pha đập bóng của đối thủ ."
"4925906360.jpg","Các cầu thủ áo xanh đang nhảy lên để tranh bóng với cầu thủ áo trắng ."
"495340319.jpg","Hai cậu bé áo xanh đang tranh chấp bóng với cậu bé áo nâu ."
"5076211832.jpg","Các cầu thủ đang tranh chấp bóng ở trên sân ."
"5094295894.jpg","Các cầu thủ bóng đá trẻ đang tranh chấp bóng trên sân cỏ ."
"5138003138.jpg","Một người phụ nữ đang nhảy lên để cản phá pha đập bóng của đối thủ ."
"5235619020.jpg","Các cầu thủ khác đang theo dõi cú ném bóng của cầu thủ ném bóng ."
"539705321.jpg","Cậu bé áo sọc số 5 đang tranh chấp bóng với cậu bé áo trắng ."
"5415762131.jpg","Hai người đàn ông đang ngồi trên ghế với dụng cụ tennis ."
