"image_id","pred_caption"
"000000406233.jpg","Một người đàn ông đang bay người để đỡ quả bóng tennis ."
"000000281105.jpg","Nữ vận động viên váy xanh đang đưa vợt ra sau trong khi nữ vận động viên áo xám đang chuẩn bị phát bóng ."
"000000078225.jpg","Một vận động viên tennis đang thi đấu trước đông đảo khán giả ."
"000000128557.jpg","Một người đàn ông đang đưa vợt tennis ra trước để chuẩn bị phát bóng ."
"000000397292.jpg","Hai vận động viên tennis hươu cao cổ đang thi đấu trước đông đảo khán giả ."
"000000223928.jpg","Nữ vận động viên váy xanh đang đưa vợt ra sau trong khi nữ vận động viên áo xám đang chuẩn bị phát bóng ."
"000000209027.jpg","Một người phụ nữ đang chuẩn bị dùng tay để đánh quả bóng chuyền ."
"000000197195.jpg","Một người đàn ông đang cầm hai quả bóng và đứng ở trên sân ."
"000000563122.jpg","Một nam vận động viên tennis đang ngửa người để nhìn theo quả bóng ."
"000000234848.jpg","Cầu thủ bóng chày đeo găng tay đang chuẩn bị ném quả bóng chày ."
"000000289342.jpg","Những đứa trẻ đang chơi bóng chày ở trên sân cùng với huấn luyện viên ."
"000000210286.jpg","Gấu bông đang ôm một quả bóng màu hồng và một con gấu bông ."
"000000185945.jpg","Một đứa trẻ đang chơi bóng chày ở cạnh những người đàn ông ."
"000000156593.jpg","Trận bóng chày đang diễn ra với quả bóng đang bay trên không ."
"000000008519.jpg","Trận bóng chày đang diễn ra với quả bóng đang bay trên không ."
"000000270740.jpg","Trận bóng chày đang diễn ra với quả bóng đang bay trên không ."
"000000380482.jpg","Những đứa trẻ của hai đội bóng đang cùng nhau tập luyện trên sân cỏ ."
"000000060904.jpg","Những người đàn ông đang thả diều trên bãi cỏ ."
"000000499523.jpg","Hai đội bóng đá nam đang thi đấu trên sân ."
"000000129722.jpg","Hai đội bóng đá nam đang thả diều trên sân ."
"000000398609.jpg","Một cô bé đang thả diều trên bãi cỏ ."
"000000128963.jpg","Hai nữ cầu thủ đang đuổi theo quả bóng ở trên sân ."
"000000070812.jpg","Những đứa trẻ đang thả diều trên bãi cỏ ."
"000000447464.jpg","Những đứa trẻ của hai đội bóng đang cùng nhau tập luyện trên sân cỏ ."
"000000378521.jpg","Một nhóm người đang ngồi trên lưng ngựa để chơi mã cầu ở trên sân ."
"000000568420.jpg","Một vận động viên tennis đang luyện tập phát bóng ở trên sân đất nện ."
"000000519950.jpg","Một vận động viên tennis đang luyện tập phát bóng ở trên sân đất nện ."
"000000327217.jpg","Một người đàn ông đang dùng vợt để đánh quả bóng tennis ."
"000000052094.jpg","Một người đàn ông đang đưa vợt tennis ra trước để chuẩn bị phát bóng ."
"000000473281.jpg","Một người đàn ông đang đưa vợt tennis ra trước để chuẩn bị phát bóng ."
"000000173546.jpg","Ở trên sân , một nam vận động viên tennis đang giơ vợt lên cao ."
"000000252036.jpg","Một nam vận động viên tennis đang cầm vợt và đứng ở trên sân ."
"000000510626.jpg","Ngời đàn ông đang diều khiển con voi đưa đón ."
"000000168833.jpg","Một nữ vận động viên tennis đang đưa vợt ra sau và đứng nhón chân ở trên sân ."
"000000197246.jpg","Hai vận động viên tennis cùng đội đang thả diều trên sân ."
"000000549804.jpg","Hai vận động viên tennis cùng đội đang thả diều trên sân ."
"000000029894.jpg"," hươu cao cổ trong ảnh đang nhảy lên để bắt quả bóng màu xanh ."
"000000321389.jpg","Cầu thủ bóng đá của hai đội đang thi đấu trên sân ."
"000000007503.jpg","Một vận động viên tennis đang luyện tập phát bóng ở trên sân đất nện ."
"000000428457.jpg","Trận bóng chày đang diễn ra với quả bóng đang bay trên không ."
"000000114954.jpg","Một đứa trẻ đang đưa hai tay về phía quả bóng ."
"000000027241.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000215077.jpg","Những đứa trẻ đang luyện tập bóng chày ở trong công viên ."
"000000318241.jpg","Hai vận động viên tennis cùng đội đang đứng trên sân bàn bạc ."
"000000102024.jpg","Cô bé đang chuẩn bị dùng cái gậy màu đỏ để đánh quả bóng tennis ."
"000000054868.jpg","Một vận động viên tennis đang thi đấu trước đông đảo khán giả ."
"000000315339.jpg","Một vận động viên tennis đang đứng ở trên sân cùng với bộ dụng cụ ."
"000000554301.jpg","Ngời đàn ông đang thả diều trên bãi cỏ ."
"000000241643.jpg","Nữ vận động viên váy xanh đang đưa vợt ra sau trong khi nữ vận động viên áo xám đang chuẩn bị phát bóng ."
"000000443684.jpg","Lễ hội thả diều đang diễn ra trong một khu nghỉ dưỡng ven biển ."
"000000155823.jpg","Cô bé đang mặc áo khoác bông nhồi bông cùng với gấu ."
"000000411620.jpg","Một đứa trẻ đang xoay người để đánh quả bóng chày ."
"000000258544.jpg","Đứa trẻ đeo găng tay bóng chày đang cố gắng bắt quả bóng chày ."
"000000215719.jpg","Những người đàn ông đang luyện tập bóng đá ở trên sân ."
"000000193677.jpg","Một cậu bé đang thả diều trên bãi cỏ ."
"000000257498.jpg","Một đứa trẻ đang đưa hai tay ra trước ở trước khung thành ."
"000000512418.jpg","Một nữ vận động viên tennis đang ngửa người để chuẩn bị phát bóng ."
"000000468137.jpg","Ngời đàn ông áo xanh đang chuẩn bị đánh quả bóng tennis ."
"000000028072.jpg","Những cô bé và cậu bé đang xếp hàng ở trên sân tennis ."
"000000457274.jpg","Một vận động viên tennis đang thi đấu trước đông đảo khán giả ."
"000000413354.jpg","Một người đàn ông đang đưa vợt tennis ra trước để chuẩn bị phát bóng ."
"000000411443.jpg","Hai người đàn ông đang cầm những cái vợt tennis và những quả bóng tennis ."
"000000448969.jpg","Một vận động viên tennis đang thi đấu trước đông đảo khán giả ."
"000000018270.jpg","Những đứa trẻ đang chơi bóng đá cùng với bố mẹ ở trên sân ."
"000000053825.jpg","Hình ảnh trận bóng chày đang diễn ra trước đông đảo khán giả ."
"000000118745.jpg","Một cậu bé đang chuẩn bị đánh quả bóng chày ."
"000000223442.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000477120.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000206861.jpg","Khán giả đang theo dõi động tác phát bóng của nam vận động viên tennis ."
"000000100519.jpg","Ngời đàn ông áo xanh đang chuẩn bị đánh quả bóng tennis ."
"000000216802.jpg","Quả bóng mèo đang được đỡ bằng cái vợt ."
"000000486471.jpg","Những cô gái đang thi đấu bóng đá ở trên sân ."
"000000120407.jpg","Trận bóng chày đang diễn ra với quả bóng đang bay trên không ."
"000000072850.jpg","Gấu bông đang được đặt trong cái khăn màu hồng ở trên đầu ."
"000000048548.jpg","Trận bóng chày đang diễn ra với quả bóng đang bay trên không ."
"000000491053.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000018290.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000065518.jpg","Những đứa trẻ đang chơi bóng chày ở trên sân cùng với huấn luyện viên ."
"000000105075.jpg","Một người đàn ông đang bước tới trước để ném quả bóng chày ."
"000000366030.jpg","Cầu thủ bóng chày đang thực hiện động tác ném bóng ."
"000000299394.jpg","Mọi người đang cùng nhau chơi bóng chày trên sân ."
"000000451184.jpg","Cô bé đang chuẩn bị cắn quả bóng phải làm vậy ."
"000000059262.jpg","Ngời đàn ông mặc đồ đỏ đang diều chân trong ảnh ."
"000000194975.jpg","Một nữ vận động viên tennis đang giơ vợt lên cao và quan sát quả bóng tennis ."
"000000087987.jpg","Cô bé và còn mèo đang cùng nhau thả diều trên bãi cỏ ."
"000000234006.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000463308.jpg","Trận bóng chày đang diễn ra với quả bóng đang bay trên không ."
"000000490336.jpg","Quả bóng đang bay về phía người đàn ông áo cam ."
"000000058073.jpg","Con mèo đen đang giữ quả bóng mèo trắng trong khi con mèo trắng đang nhảy lên trên ."
"000000362591.jpg","Những đứa trẻ đang đứng trên ghế chờ đợi ."
"000000338501.jpg","Một người đàn ông đang thả diều trên bãi cỏ ."
"000000207943.jpg","Cầu thủ bóng chày đang ném bóng về phía trước ."
"000000384449.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang ném quả bóng về phía trước ."
"000000434981.jpg","Hình ảnh của một con hươu cao cổ đang chơi với hai quả bóng ."
"000000068797.jpg","Những đứa trẻ của hai đội bóng đang thả diều trên sân cỏ ."
"000000151777.jpg","Những cô gái đang luyện tập bóng đá ở trên sân ."
"000000123172.jpg","Một cô bé đang thả diều trên bãi cỏ ."
"000000319031.jpg","Những cô bé đang chơi bóng đá ở trên giường ."
"000000570629.jpg","Một trận thi đấu tennis nam đang diễn ra ở trên sân ."
"000000163991.jpg","Hai vận động viên tennis cùng đội đang thả diều trên sân ."
"000000354846.jpg","Một nhóm đàn ông đang cầm những cái vợt tennis và những quả bóng tennis ."
"000000168218.jpg","Khung cảnh bãi biển đông đúc với những gia đình đang chơi đùa và thả diều ."
"000000084829.jpg","Cô bé đang luyện tập tennis với mẹ ở trên sân ."
"000000075982.jpg","Hai người đàn ông đang diều khiển con diều của mình ."
"000000497177.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000234616.jpg","Trận bóng chày đang diễn ra với quả bóng đang bay trên không ."
"000000538470.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000320523.jpg","Trận bóng chày đang diễn ra với quả bóng đang bay trên không ."
"000000045284.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000467461.jpg","Nữ vận động viên váy xanh đang đưa vợt ra sau trong khi nữ vận động viên áo xám đang chuẩn bị phát bóng ."
"000000208978.jpg","Một nữ vận động viên tennis đang thả diều ở trên sân ."
"000000164262.jpg","Một nữ vận động viên tennis đang thả diều ở trên sân ."
"000000328743.jpg","Lễ hội thả diều đang diễn ra trong một khu nghỉ dưỡng ven biển ."
"000000360813.jpg","Cầu thủ bóng chày đang thực hiện động tác ném bóng ."
"000000529248.jpg","Trận bóng chày đang diễn ra với quả bóng đang bay trên không ."
"000000186611.jpg","Trận bóng chày đang diễn ra với quả bóng đang bay trên không ."
"000000019320.jpg","Trận bóng chày đang diễn ra với quả bóng đang bay trên không ."
"000000418087.jpg","Trận bóng chày đang diễn ra với quả bóng đang bay trên không ."
"000000186109.jpg","Cầu thủ áo xanh đang đuổi theo quả bóng ở trên sân ."
"000000099229.jpg","Có một con diều đang bay lơ lửng trên bãi cỏ ."
"000000552116.jpg","Một cậu bé đang thả diều trên bãi cỏ ."
"000000162753.jpg","Những người đàn ông đang thả diều trên bãi cỏ ."
"000000403473.jpg","Các cầu thủ bóng rổ đang thả diều ở trên bãi biển ."
"000000246980.jpg","Một đám diều đang bay lơ lửng trên một bãi cỏ ."
"000000068701.jpg","Một cậu bé đang thả diều trên bãi cỏ ."
"000000230863.jpg","Các cầu thủ bóng đá đang chạy theo quả bóng ở trên sân ."
"000000159424.jpg","Một cửa hàng bán những cái dù có màu sắc sặc sỡ ."
"000000202914.jpg","Hai người đàn ông đang chơi tennis trên sân ."
"000000546518.jpg","Vận động viên tennis nam đang cầm vợt tennis thi đấu trên sân ."
"000000468626.jpg","Một người đàn ông đang đưa vợt tennis ra trước để chuẩn bị phát bóng ."
"000000068367.jpg","Nữ vận động viên váy xanh đang đưa vợt ra sau trong khi nữ vận động viên áo xám đang chuẩn bị phát bóng ."
"000000039467.jpg","Một người phụ nữ đang giơ chân lên cao ở trên sân tennis ."
"000000170695.jpg","Những đứa trẻ đang chơi với hươu cao cổ ở trên sân ."
"000000167348.jpg","Một cô bé đang chuẩn bị đánh quả bóng tennis bằng cái vợt của mình ."
"000000451389.jpg","Hai vận động viên tennis cùng đội đang thi đấu trên sân ."
"000000373198.jpg","Hai người đàn ông đang cầm diều ở trên sân ."
"000000134858.jpg","Một vận động viên tennis đang thi đấu trước đông đảo khán giả ."
"000000529036.jpg","Nữ vận động viên váy xanh đang đưa vợt ra sau trong khi nữ vận động viên áo xám đang chuẩn bị phát bóng ."
"000000493110.jpg","Một nam vận động viên tennis đang giơ vợt lên cao ở trên sân ."
"000000189614.jpg","Hai người đàn ông đang chơi tennis trên sân ."
"000000517113.jpg","Trận bóng chày đang diễn ra với quả bóng đang bay trên không ."
"000000272365.jpg","Một người đàn ông đang xoay người để đánh quả bóng chày ."
"000000155862.jpg","Một cậu bé đang đưa hai tay ra trước để đỡ quả bóng tennis ."
"000000524118.jpg","Một nữ vận động viên tennis đang giơ vợt lên cao và quan sát quả bóng tennis ."
"000000258222.jpg","Nữ vận động viên váy xanh đang đưa vợt ra sau trong khi nữ vận động viên áo xám đang chuẩn bị phát bóng ."
"000000346196.jpg","Ngời đàn ông áo đỏ đang chơi tennis trên sân ."
"000000220972.jpg","Hai vận động viên tennis cùng đội đang đứng trên sân bàn bạc ."
"000000279385.jpg","Ở trên sân , một nam vận động viên tennis đang giơ vợt lên cao ."
"000000468789.jpg","Huấn luyện viên đang hướng dẫn những đứa trẻ chơi tennis ."
"000000155450.jpg","Cô bé đang chuẩn bị dùng cái gậy màu đỏ để đánh quả bóng tennis ."
"000000360736.jpg","Nữ vận động viên váy xanh đang đưa vợt ra sau trong khi nữ vận động viên áo xám đang chuẩn bị phát bóng ."
"000000385701.jpg","Lễ hội thả diều đang diễn ra trên bãi biển ."
"000000153204.jpg","Một người đàn ông đang giơ cái vợt tennis lên cao ở sau tấm lưới ."
"000000168151.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang ném quả bóng về phía trước ."
"000000455791.jpg","Một người đàn ông đang thả diều trên bãi cỏ ."
"000000465181.jpg","Càu thủ bóng chày đang đeo găng tay chơi bóng chày trên sân ."
"000000020090.jpg","Trận bóng chày đang diễn ra với quả bóng đang bay trên không ."
"000000451580.jpg","Hai đứa trẻ đang thả diều trên bãi cỏ ."
"000000385114.jpg","Ngời đàn ông đeo kính đen đang chơi tennis ."
"000000501293.jpg","Những cô bé đang tranh chấp quả bóng ở trên sân ."
"000000530293.jpg","Nữ cầu thủ số 16 và thủ môn đang nhìn quả bóng lăn vào khung thành ."
"000000551936.jpg","Một cô bé đang thả diều trên bãi cỏ ."
"000000173482.jpg","Quả bóng đang bay về phía cầu thủ áo đỏ và trọng tài ."
"000000163435.jpg","Những cô gái đang thi đấu bóng đá ở trên sân ."
"000000380325.jpg","Hai đội bóng mèo và chó đang thi đấu trên sân ."
"000000162578.jpg","Những cô bé đang tranh chấp quả bóng ở trên sân ."
"000000015153.jpg","Một cậu bé đang đưa hai tay ra trước để đỡ quả bóng tennis ."
"000000236385.jpg","Một người phụ nữ đang đưa vợt tennis ra sau và đứng nhón chân ở trên sân ."
"000000103822.jpg","Banh tennis màu xanh đang bay đến hướng dẫn viên ."
"000000028595.jpg","Một đứa trẻ đang quỳ trên ghế ở sân sau của ngôi nhà ."
"000000033840.jpg","Một cậu bé đang dùng gậy để đánh quả bóng chày ."
"000000104689.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000331474.jpg","Trận bóng chày đang diễn ra với quả bóng đang bay trên không ."
"000000413892.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000265889.jpg","Một vận động viên tennis đang thi đấu trước đông đảo khán giả ."
"000000409165.jpg","Người đàn ông áo xanh đang chuẩn bị phát bóng ở trên sân tennis ."
"000000483378.jpg","Một cậu bé đang chuẩn bị đánh quả bóng tennis ."
"000000377760.jpg","Ngời đàn ông áo trắng đang mặc đồ đỏ thi đấu tennis ."
"000000405435.jpg","Nữ vận động viên tennis áo trắng đang chuẩn bị phát bóng về phía đối thủ ."
"000000508269.jpg","Một người đàn ông đang ngửa người ra sau ở trên sân tennis ."
"000000543389.jpg","Quả bóng đang lăn khỏi mặt của cái vợt tennis màu cam ."
"000000580933.jpg","Trận bóng chày đang diễn ra với quả bóng chày đang bay về phía người đàn ông ."
"000000459653.jpg","Trận bóng chày đang diễn ra với quả bóng đang bay trên không ."
"000000119693.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000269079.jpg","Một đứa trẻ đang xoay người để đánh quả bóng chày ."
"000000058714.jpg","Trận bóng chày đang diễn ra với quả bóng đang bay trên không ."
"000000133580.jpg","Huấn luyện viên đang hướng dẫn những đứa trẻ chơi bóng chày ."
"000000521482.jpg","Cầu thủ bóng chày đang bước tới ném quả bóng chày về phía trước ."
"000000429688.jpg","Một cậu bé đang thả diều trên bãi cỏ của mình ."
"000000366329.jpg","Những đứa trẻ của hai đội bóng đang cùng nhau tập luyện trên sân ."
"000000580695.jpg","Hai cô gái đang luyện tập bóng đá ở trên sân ."
"000000237850.jpg","Hai đội bóng đang thả diều trên sân ."
"000000066266.jpg","Một người đàn ông đang thả diều trên bãi cỏ ."
"000000115854.jpg","Những người đàn ông đang thả diều trên bãi cỏ ."
"000000326190.jpg","Một thanh niên đang thả diều trên bãi cỏ ."
"000000059489.jpg","Một cậu bé đang trượt trên tuyết với một quả bóng chày trong tay ."
"000000302168.jpg","Những cầu thủ bóng đá của hai đội đang thi đấu trên sân ."
"000000531266.jpg","Hai cậu bé đang đứng trên bãi biển cùng với diều ."
"000000444692.jpg","Một cô bé đang thả diều trên bãi cỏ ."
"000000136886.jpg","Một đám diều đang bay lơ lửng trên một bãi cỏ ."
"000000540439.jpg","Hai nữ cầu thủ đang đuổi theo quả bóng ở trên sân ."
"000000414868.jpg","Hai vận động viên tennis cùng đội đang đứng trên sân bàn bạc ."
"000000545493.jpg","Một người đàn ông đang đưa vợt tennis ra trước và đứng nghiêng người ở trên sân ."
"000000198423.jpg","Một vận động viên tennis đang thả diều và một vận động viên khác đang bắt quả bóng trong khi một vận động viên khác đang đứng ."
"000000350339.jpg","Một nam vận động viên tennis đang thả diều ở trên sân ."
"000000048489.jpg","Banh tennis màu xanh đang bay đến hướng dẫn viên ."
"000000377423.jpg","Banh tennis màu xanh đang bay về phía người đàn ông ."
"000000170040.jpg","Gấu Bắc cực trong nước đang chơi với diều ."
"000000041231.jpg","Những đứa trẻ đang thả diều trên bãi cỏ ."
"000000316012.jpg","Một đám diều đang bay lơ lửng trên một bãi cỏ ."
"000000077602.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000033488.jpg","Trận bóng chày đang diễn ra với quả bóng đang bay trên không ."
"000000318733.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000011107.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000358789.jpg","Hình ảnh trận bóng chày đang diễn ra với một cậu bé đang nghiêng người để đánh quả bóng chày ."
"000000267457.jpg","Cầu thủ bóng chày đang đeo găng tay bóng chày thi đấu trên sân ."
"000000450800.jpg","Trận bóng chày đang diễn ra với quả bóng đang bay trên không ."
"000000579404.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000470053.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000197584.jpg","Trận bóng chày đang diễn ra với quả bóng đang bay trên không ."
"000000315487.jpg","Cầu thủ bóng chày đang đeo găng tay bóng chày đứng trên sân quan sát ."
"000000061809.jpg","Một người đàn ông đang chuẩn bị ném quả bóng chày ở trong tay ."
"000000507665.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000023676.jpg","Một người phụ nữ đang dùng gậy để đánh quả bóng chày ."
"000000327063.jpg","Những cô bé và cậu bé đang xếp hàng ở trên sân tennis ."
"000000058601.jpg","Một vận động viên tennis đang luyện tập phát bóng ở trên sân ."
"000000050849.jpg","Ngời đàn ông đeo găng tay đang chơi tennis trên sân ."
"000000117941.jpg","Một người đàn ông đang xoay người để ném quả bóng chày ."
"000000217486.jpg","Hình ảnh mô tả mèo bông trong ảnh ."
"000000325495.jpg","Một cậu bé đang luyện tập bóng đá ở trên sân cỏ ."
"000000267848.jpg","Một người đàn ông đang thả diều trên bãi cỏ ."
"000000341186.jpg","Những đứa trẻ của hai đội bóng đang thả diều trên sân cỏ ."
"000000110006.jpg","Một cô bé đang đưa tay vào cái túi của người đàn ông với cái vợt ."
"000000426064.jpg","Hai cậu bé đang tranh giành quả bóng ở trên bãi biển ."
"000000399971.jpg","Một người đàn ông đang đưa vợt tennis ra trước và đứng nghiêng người ở trên sân ."
"000000249531.jpg","Một nam vận động viên tennis đang tung quả bóng lên cao để phát bóng ."
"000000255941.jpg","Hai vận động viên tennis cùng đội đang thi đấu trên sân ."
"000000361291.jpg","Ngời đàn ông áo xanh đang chuẩn bị phát bóng tennis ."
"000000364135.jpg","Một cậu bé đang đưa hai tay ra trước để đỡ quả bóng tennis ."
"000000381025.jpg","Nữ vận động viên váy xanh đang đưa vợt ra sau trong khi nữ vận động viên áo xám đang chuẩn bị phát bóng ."
"000000420005.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000237129.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000367982.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000099476.jpg","Một người đàn ông đang nhảy lên để với tới quả bóng tennis ."
"000000068895.jpg","Nữ vận động viên váy xanh đang đưa vợt ra sau trong khi nữ vận động viên áo xám đang chuẩn bị phát bóng ."
"000000211079.jpg","Một cô bé đang chuẩn bị đánh quả bóng tennis bằng cái vợt của mình ."
"000000194600.jpg","Hai người đàn ông đang cầm những cái vợt tennis và những quả bóng tennis ."
"000000529303.jpg","Hai người đàn ông đang cầm những cái vợt tennis và những quả bóng tennis ."
"000000250941.jpg","Ngời đàn ông đeo kính đang chơi tennis ."
"000000203986.jpg","Khán giả đang theo dõi động tác phát bóng của nữ vận động viên tennis ."
"000000207668.jpg","Một con diều đang bay lơ lửng ở trên không trung để chụp hình ."
"000000498337.jpg","Càu thủ bóng chày đang cầm gậy thi đấu trên sân ."
"000000002849.jpg","Lễ hội thả diều đang diễn ra trong một khu nghỉ dưỡng ven biển ."
"000000493484.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000287831.jpg","Trận bóng chày đang diễn ra với quả bóng đang bay trên không ."
"000000046981.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000368521.jpg","Cầu thủ bóng chày đang cởi trần đứng tạo dáng chụp hình ."
"000000154754.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000329817.jpg","Những người đàn ông đang thả diều ở trên sân ."
"000000376165.jpg","Những người đàn ông đang thi đấu bóng đá trên sân ."
"000000576188.jpg","Hai cầu thủ đang thi đấu bóng đá ở trên sân ."
"000000199326.jpg","Cầu thủ bóng đá đang kiểm soát quả bóng trong khi diều hâu đang bay trên không ."
"000000146294.jpg","Một trận tennis đang diễn ra với nhiều khán giả đang quan sát ."
"000000377342.jpg","Những con mèo đang chơi đùa với nhau với những quả bóng ."
"000000408923.jpg","Hai vận động viên tennis cùng đội đang thi đấu trên sân ."
"000000333749.jpg","Hai người phụ nữ đang chơi tennis trên sân ."
"000000112793.jpg","Hai người phụ nữ đang chơi tennis trên sân ."
"000000550049.jpg","Một trận tennis đang diễn ra với nhiều khán giả đang quan sát ."
"000000028961.jpg","Một trận tennis đang diễn ra với nhiều khán giả đang quan sát ."
"000000236222.jpg","Những đứa trẻ đang thả diều trên bãi cỏ ."
"000000026570.jpg","Nữ cầu thủ số 16 và thủ môn đang nhìn quả bóng lăn vào khung thành ."
"000000241305.jpg","Hai vận động viên tennis cùng đội đang thả diều trên sân ."
"000000535212.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000403915.jpg","Càu thủ bóng chày đang cầm gậy thi đấu trên sân ."
"000000260852.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000108123.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000550455.jpg","Con chó màu đen đang cắn quả bóng màu cam ở trong giỏ xe đạp ."
"000000573360.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy ."
"000000166386.jpg","Trận bóng chày đang diễn ra với quả bóng đang bay trên không ."
"000000327935.jpg","Gấu Bắc cực trong nước đang nhìn về phía gấu Bắc cực trong khi mèo đang ngủ ."
"000000225241.jpg","Những cô bé đang luyện tập bóng đá ở trong công viên ."
"000000572194.jpg","Một người đàn ông đang thả diều trên bãi cỏ ."
"000000053672.jpg","Quả bóng đang bay lơ lửng ở trên đầu của cầu thủ bóng đá ."
"000000282564.jpg","Một anh chàng thả diều đang thả diều ở trên bãi ."
"000000163281.jpg","Hai cô bé đang thả diều ở trên sân ."
"000000543635.jpg","Một cô bé đang thả diều trên bãi cỏ ."
"000000049363.jpg","Một người đàn ông đang bước đi ở trên sân tennis với cái vợt trong tay ."
"000000183807.jpg","Hai vận động viên tennis cùng đội đang thả diều trên sân ."
"000000508855.jpg","Hai vận động viên tennis hươu cao cổ đang thi đấu trước đông đảo khán giả ."
"000000363333.jpg","Một nữ vận động viên tennis đang đưa vợt ra sau và đứng nhón chân ở trên sân ."
"000000143158.jpg","Những đứa trẻ đang cầm gậy bóng chày và đứng ở trên sân ."
"000000034409.jpg","Một đứa trẻ đang cầm gậy bóng chày và di chuyển ở cạnh hàng rào ."
