"image_id","pred_caption"
"3268407162.jpg","Một nam vận động viên tennis đang bay người để đánh bóng ."
"3271178748.jpg","Những đứa trẻ của hai đội bóng đang cùng nhau thả diều trên bãi cỏ ."
"3271495320.jpg","Một số người phụ nữ đang thả diều ngoài bãi biển ."
"3272847211.jpg","Một cầu thủ áo xanh đang ngã trong khi hai cầu thủ khác đang di chuyển ."
"3290744071.jpg","Các nữ cầu thủ đang nhảy lên để tranh bóng với nữ cầu thủ áo trắng ."
"3292859458.jpg","Các nữ cầu thủ áo trắng đang bay về phía nữ cầu thủ áo xanh để thực hiện động tác diều khiển ."
"3343106500.jpg","Một màn hình máy tính trắng đang đặt trên bàn phím ."
"3349955993.jpg","Những đứa trẻ đang chơi bóng đá cùng người đàn ông ."
"3368569524.jpg","Một bức ảnh trắng đen của một cô gái đang thả diều trên bãi cỏ ."
"3389995545.jpg","Các cầu thủ bóng đá đang bay ở trên không trung để tranh chấp bóng ."
"3390808454.jpg","Các nữ cầu thủ đang bay ở trên sân để tranh chấp bóng ."
"3395054199.jpg","Một cầu thủ áo đen đang ngã người để cản phá quả bóng ."
"3395865192.jpg","Một cầu thủ bóng đá đang sút quả bóng bằng chân phải ."
"3425846980.jpg"," Hươu cao cổ đang chơi tennis trên sân ."
"3472270112.jpg","Trận đấu bóng chày đang diễn ra với cầu thủ ném bóng đang ném bóng về phía trước ."
"3474133699.jpg"," Hươu cao cổ đang chơi tennis trên sân ."
"3476101523.jpg","Các cầu thủ bóng đá đang thi đấu trên sân với đám đông đang quan sát ."
"3477672764.jpg","Một cậu bé áo xanh đang bay người để né quả bóng ."
"3478176372.jpg","Cầu thủ áo xanh đang bay ở phía sau để đón bóng ."
"3497234632.jpg","Những người đàn ông đang quan sát đường bay của quả bóng rổ ."
"3514179514.jpg","Một số người đang thả diều ngoài bãi cỏ ."
"3516521516.jpg","Hai người đàn ông đang thả diều trên sân ."
"3517056462.jpg","Một số người đang thả diều ngoài bãi cỏ ."
"3527715826.jpg"," Hươu cao cổ đang trong tư thế chuẩn bị giao bóng ."
"3537474810.jpg","Một cầu thủ áo xanh đang bay người để né quả bóng ."
"3539840291.jpg","Một cầu thủ áo xanh đang bay người để né quả bóng ."
"3558683579.jpg","Một nhóm người đang chơi bóng đá ở cạnh một ngôi nhà ."
"3574522127.jpg","Trận bóng chày đang diễn ra với cầu thủ ném bóng đang ném bóng về phía trước ."
"3575330336.jpg","Các cầu thủ bóng chày đang bay trong khi cầu thủ chạy gôn đang chạy ở trên sân ."
"3584907869.jpg","Hai cô gái đang thả diều ở trên bãi biển ."
"3587847246.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang vung gậy đỡ bóng ."
"3609999845.jpg","Gấu nâu đang dùng gậy để đánh quả bóng đặt trên trụ ."
"3632572264.jpg","Một nhóm người đang điều khiển robot chó thi đấu bóng đá ."
"3639691167.jpg","Các cầu thủ bóng đá trẻ đang thả diều trên sân cỏ ."
"3654869593.jpg","Một số mèo và những con mèo đang chơi đùa với bóng ngoài bãi biển ."
"3660516586.jpg","Một số người đang chơi bóng đá ngoài bãi biển ."
"3694534515.jpg","Gấu nâu đang dùng gậy để đánh quả bóng đặt trên trụ ."
"3695517194.jpg","Cầu thủ áo trắng đang nhảy lên để ngăn cản pha ghi bàn của cầu thủ áo xanh ."
"3713030758.jpg","Cầu thủ áo xám đang theo dõi chuyển động của cầu thủ áo xanh ."
"3744832122.jpg","Trận bóng chày đang diễn ra với một cầu thủ đang ném bóng ."
"3809023459.jpg","Một số người đang thả diều trên bãi cỏ ."
"3927614951.jpg"," Hươu cao cổ đang chơi tennis trên sân ."
"4021371346.jpg","Cầu thủ áo xám đang theo dõi chuyển động của cầu thủ áo xanh ."
"4235671794.jpg","Các cầu thủ bóng rổ đang tranh chấp bóng với nhau ."
"4442622544.jpg","Những đứa trẻ đang thả diều trên bãi cỏ ."
"4489833894.jpg","Một số hình ảnh của trận bóng chày đang diễn ra với một cầu thủ ném bóng ."
"450703803.jpg","Một số người đang thả diều ngoài bãi cỏ ."
"4517838680.jpg","Các cầu thủ bóng chày đang quan sát đường bay của quả bóng ."
"4517839542.jpg","Trận bóng chày đang diễn ra với cầu thủ ném bóng đang ném bóng về phía trước ."
"4528304009.jpg","Lễ hội thả diều đang diễn ra trên bãi biển ."
"4585470754.jpg","Các cầu thủ bóng đá đang di chuyển ở trên sân để tranh chấp bóng ."
"4603628963.jpg","Cầu thủ áo xanh và cầu thủ áo đỏ đang nhảy lên để tranh bóng với cầu thủ áo xám ."
"4637796410.jpg","Một cầu thủ áo xanh đang bay người để né quả bóng ."
"4683661511.jpg","Các cầu thủ áo trắng đang nhảy lên để ngăn cản pha cướp bóng của cầu thủ áo xanh ."
"4688805626.jpg","Một số người đàn ông đang thả diều trên bãi biển ."
"486852199.jpg","Các cô bé và cậu bé đang thả diều ở trên sân ."
"4911436510.jpg","Một người đàn ông đang thả diều trên bãi cỏ ."
"4925906360.jpg","Cậu bé áo xanh đang bay về phía cậu bé áo trắng để đỡ bóng ."
"495340319.jpg","Hai đứa trẻ đang thả diều trên bãi cỏ ."
"5076211832.jpg","Các cầu thủ đang thi đấu bóng đá ở trên bãi biển ."
"5094295894.jpg","Các cầu thủ bóng đá trẻ đang thả diều trên sân cỏ ."
"5138003138.jpg","Một người phụ nữ đang nhảy lên để tung diều ở trên cao ."
"5235619020.jpg","Những người đàn ông đang theo dõi cú ném bóng của mèo ."
"539705321.jpg","Hai đứa trẻ đang thả diều trên bãi cỏ ."
"5415762131.jpg","Hai người đàn ông đang thả diều trên sân tennis ."
